"","siteIDScheme","media","NSamples","minValue","meanValue","maxValue","sd","pH","TSS","TDS","Cu","Zn","conductivity"
"2827","ksm001MonitoringSite","borehole",5,25,72.3,89.5,26.9551,-4,29,956,0,3,1
"2828","ksm001MonitoringSite","Tap",4,0.014,0.017,0.019,0.00218,-1,12,1032,1,3,0
"2829","ksm001MonitoringSite","Tap",3,0.014168,0.548688,1.61,0.713,1,4,1016,2,2,0
"2830","ksm001MonitoringSite","Tap",1,1.51,1.51,1.51,0,-2,30,971,0,2,1
"2831","ksm001MonitoringSite","vendor",9,3.985,7.464,9.84,2.054,4,15,901,0,2,1
"2832","ksm001MonitoringSite","Tap",1,69.2857,69.2857,69.2857,0,-5,20,1081,3,1,0
"2833","ksm001MonitoringSite","vendor",2,11.1,11.216,11.333,0.165,5,2,916,1,3,2
"2834","ksm001MonitoringSite","vendor",4,62.272,71.09,81.545,7.937,-3,21,1071,0,3,5
"2835","ksm001MonitoringSite","Tap",7,0.007,0.009,0.012,0.00182,-6,14,1027,0,3,0
"2836","ksm001MonitoringSite","vendor",6,66.25,77.541,95.25,10.756,-5,4,1018,3,1,0
"2837","ksm001MonitoringSite","vendor",1,0.1105,0.1105,0.1105,NA,1,13,1027,1,3,4
"2838","ksm001MonitoringSite","vendor",3,0.0645,0.091,0.1105,0.0238,7,11,1085,2,3,5
"2839","ksm001MonitoringSite","Tap",2,0.003864,0.00644,0.007728,0.002,-3,23,1011,3,0,3
"2840","ksm001MonitoringSite","borehole",2,63,69.5,76,9.192,-1,8,1048,3,3,3
"2841","ksm001MonitoringSite","vendor",2,9.7,10.425,11.15,1.025,1,6,909,0,0,3
"2842","ksm001MonitoringSite","borehole",2,54,63.5,73,13.435,7,24,915,0,2,4
"2843","ksm001MonitoringSite","Tap",1,8.15,8.15,8.15,NA,0,9,967,3,0,5
"2844","ksm002MonitoringSite","Tap",4,7.6,10.05,11.6,NA,-1,20,955,3,2,4
"2845","ksm001MonitoringSite","river",5,74.454,81.363,90.272,6.18482,6,26,1029,0,0,3
"2846","ksm001MonitoringSite","Tap",3,3.137,4.536,6.271,1.593,-3,2,1068,3,1,5
"2847","ksm002MonitoringSite","vendor",1,11,11,11,NA,3,24,924,1,1,0
"2848","ksm001MonitoringSite","Tap",2,0.005,0.009,0.013,0.006,-3,2,1057,3,2,2
"2849","ksm001MonitoringSite","borehole",2,0.007,0.007,0.008,0,7,26,1068,2,3,4
"2850","ksm001MonitoringSite","vendor",2,0.007,0.008,0.009,0.001,-4,19,966,2,0,0
"2851","ksm002MonitoringSite","vendor",2,0.01288,0.021896,0.0322,0.01,3,8,1062,3,2,5
"2852","ksm001MonitoringSite","river",3,0.007728,0.07728,0.14812,0.054,-2,27,978,1,2,4
"2853","ksm001MonitoringSite","vendor",2,65.888,67.73,69.571,2.603,-2,12,934,2,1,0
"2854","ksm001MonitoringSite","river",19,69.5,82.2632,100,8.3439,7,30,1019,0,0,4
"2855","ksm001MonitoringSite","vendor",2,49.428,49.571,49.714,0.202,3,29,1094,1,0,4
"2856","ksm001MonitoringSite","vendor",2,6.322,8.055,9.788,2.451,-6,12,1069,2,3,5
"2857","ksm001MonitoringSite","Tap",2,64.6,68.1,71.6,4.949,6,10,913,2,0,4
"2858","ksm001MonitoringSite","Tap",9,80.23,86.428,96.692,5.339,-5,22,1013,3,1,2
"2859","ksm001MonitoringSite","borehole",2,0.01,0.011,0.012,0.001,3,10,943,3,2,0
"2860","ksm001MonitoringSite","borehole",4,4.34,7.28,8.82,2,-6,30,1091,1,3,1
"2861","ksm001MonitoringSite","borehole",3,0.010304,0.029624,0.050232,0.015,4,20,1000,0,0,0
"2862","ksm001MonitoringSite","vendor",2,74,77.236,80.473,4.577,-4,28,967,2,1,4
"2863","ksm001MonitoringSite","vendor",4,76,85.25,91,6.6521,5,15,1070,1,3,1
"2864","ksm001MonitoringSite","Tap",2,71.25,72.875,74.5,2.298,1,18,1032,0,0,4
"2865","ksm001MonitoringSite","Tap",2,81.09,82.178,83.266,1.538,-4,12,959,1,2,5
"2866","ksm002MonitoringSite","vendor",2,0.011,0.013,0.015,0.002,4,10,1021,0,2,3
"2867","ksm001MonitoringSite","borehole",3,36,70.166,89,29.64,-3,17,1078,0,2,3
"2868","ksm001MonitoringSite","Tap",2,31.25,57.875,84.5,37.653,1,24,1032,1,0,0
"2869","ksm001MonitoringSite","borehole",2,0.045,0.135,0.226,0.127,-2,11,963,2,3,3
"2870","ksm001MonitoringSite","Tap",2,8.085,8.942,9.8,1.212,-1,9,1034,0,0,3
"2871","ksm001MonitoringSite","river",2,0.006,0.006,0.006,0,-5,16,1091,1,0,0
"2872","ksm001MonitoringSite","Tap",2,6.116,7.541,8.966,2.015,3,8,1069,2,3,4
"2873","ksm002MonitoringSite","river",3,57,71.809,88,15.546,5,16,1038,1,1,5
"2874","ksm001MonitoringSite","river",2,40,62.75,85.5,32.173,-1,11,1050,2,1,0
"2875","ksm001MonitoringSite","borehole",3,0.008,0.01,0.013,0.002,0,19,941,3,3,4
"2876","ksm001MonitoringSite","borehole",2,0.009,0.016,0.023,0.009,2,26,1011,1,3,1
"2877","ksm001MonitoringSite","river",2,8.253,9.419,10.584,1.648,1,13,1024,3,3,4
"2878","ksm001MonitoringSite","river",4,0.016,0.018,0.021,0.002,-2,2,1049,3,1,2
"2879","ksm001MonitoringSite","river",2,2.4,4.95,7.5,3.60624458405139,0,6,911,1,3,0
"2880","ksm001MonitoringSite","borehole",2,47,54.375,61.75,10.4298,3,3,965,2,0,4
"2881","ksm001MonitoringSite","river",4,6.9,8.519,10.028,1.362,-6,19,979,3,2,4
"2882","ksm001MonitoringSite","borehole",3,0.006,0.007,0.008,0,-3,25,1063,1,0,2
"2883","ksm001MonitoringSite","river",2,18,22,26,5.6569,-4,6,958,0,2,0
"2884","ksm001MonitoringSite","borehole",1,10.6,10.6,10.6,NA,3,9,1046,2,0,5
"2885","ksm001MonitoringSite","Tap",4,6.88,8.328,9.8,1.573,-6,19,1108,1,3,4
"2886","ksm001MonitoringSite","borehole",2,65.25,73.4583,81.6667,11.6083,-1,24,948,3,0,1
"2887","ksm001MonitoringSite","borehole",3,6.23,7.419,8.815,1.304,-5,23,1041,3,3,2
"2888","ksm001MonitoringSite","vendor",6,10.1,10.94,12.08,0.867,1,12,943,1,3,0
"2889","ksm001MonitoringSite","river",3,0.008,0.009,0.01,0,-4,28,995,0,3,3
"2890","ksm001MonitoringSite","Tap",2,8.25,9.141,10.033,1.261,-5,28,950,0,2,5
"2891","ksm001MonitoringSite","borehole",4,53.8,85.783,100.833,21.546,3,18,921,0,2,1
"2892","ksm001MonitoringSite","Tap",5,0.009016,0.082432,0.2254,0.072,1,5,943,3,3,3
"2893","ksm001MonitoringSite","river",3,83.5,85.5,87.5,2,0,17,1086,1,2,0
"2894","ksm001MonitoringSite","borehole",6,78,85.6667,94,6.0882,-7,26,943,0,3,2
"2895","ksm001MonitoringSite","river",5,64.875,78.35,89.625,9.7482,-4,19,1108,3,0,3
"2896","ksm001MonitoringSite","vendor",3,7.76,8.242,8.833,0.544,-3,27,1071,3,2,0
"2897","ksm001MonitoringSite","river",2,53,58.75,64.5,8.131,3,30,1048,1,3,2
"2898","ksm001MonitoringSite","river",3,0.752192,1.515976,2.46008,0.673,2,26,1056,3,2,4
"2899","ksm001MonitoringSite","vendor",6,0.052,0.104,0.171,0.042,-1,11,1029,1,3,1
"2900","ksm001MonitoringSite","Tap",3,6.4,7.566,8.233,1.013,7,1,971,1,2,0
"2901","ksm001MonitoringSite","Tap",4,0.025,0.027,0.028,0.001,-3,7,936,2,2,4
"2902","ksm001MonitoringSite","vendor",2,5.8,8.25,10.7,3.4648,-4,28,1002,2,2,4
"2903","ksm001MonitoringSite","river",2,8.35,8.7,9.05,0.495,5,2,1089,0,2,3
"2904","ksm001MonitoringSite","vendor",2,75.818,76.454,77.09,0.9,0,14,959,0,0,2
"2905","ksm001MonitoringSite","river",1,0.021896,0.021896,0.021896,NA,-2,17,942,3,1,2
"2906","ksm001MonitoringSite","vendor",7,3.422,6.308,10.133,2.514,-4,1,909,3,1,5
"2907","ksm001MonitoringSite","borehole",3,67,78.138,89.75,11.382,-5,9,1088,0,2,1
"2908","ksm001MonitoringSite","river",1,5.58,5.58,5.58,NA,-6,3,930,0,1,4
"2909","ksm001MonitoringSite","Tap",2,8.5,9.25,10,1.06066017177982,-1,7,1057,2,1,1
"2910","ksm001MonitoringSite","Tap",2,0.002576,0.063112,0.123648,0.066,-3,17,1023,0,2,2
"2911","ksm001MonitoringSite","borehole",2,9.262,10.781,12.3,2.147,-5,27,909,3,3,3
"2912","ksm001MonitoringSite","vendor",2,0.01,0.011,0.013,0.001,7,7,1096,2,0,2
"2913","ksm001MonitoringSite","borehole",4,0.010304,0.024472,0.041216,0.011,-3,23,1026,3,3,0
"2914","ksm002MonitoringSite","borehole",3,6.425,6.69095,6.89665,0.2912,-3,25,1064,3,3,1
"2915","ksm001MonitoringSite","river",1,7.03,7.03,7.03,0,-1,18,907,1,2,3
"2916","ksm001MonitoringSite","Tap",1,5.22,5.22,5.22,NA,-4,17,1013,0,1,1
"2917","ksm002MonitoringSite","Tap",2,0.024,0.024,0.025,0,-4,10,911,3,1,5
"2918","ksm001MonitoringSite","vendor",2,8.466,8.983,9.5,0.73,-1,13,935,1,2,3
"2919","ksm001MonitoringSite","vendor",2,5.7967,6.6317,7.4667,1.1809,-6,9,942,1,1,2
"2920","ksm001MonitoringSite","Tap",2,48.6,67.7,86.8,27.011,4,1,976,1,2,1
"2921","ksm001MonitoringSite","river",4,0.011592,0.04508,0.082432,0.026,-6,24,944,3,1,5
"2922","ksm001MonitoringSite","Tap",5,86.744,91.854,95.26,3.781,-4,25,1015,0,0,1
"2923","ksm001MonitoringSite","borehole",6,6.8,10.18,13,2.177,4,21,908,0,3,5
"2924","ksm001MonitoringSite","Tap",1,0.0143,0.0143,0.0143,NA,1,30,943,2,1,5
"2925","ksm001MonitoringSite","Tap",2,0.008,0.009,0.009,0,1,30,1065,0,2,0
"2926","ksm001MonitoringSite","river",12,65,79,92,8.8008,3,19,959,1,3,4
"2927","ksm001MonitoringSite","Tap",2,6.425,7.875,9.325,2.05,-1,4,991,3,3,1
"2928","ksm001MonitoringSite","river",1,6.414,6.414,6.414,NA,6,29,1057,3,2,4
"2929","ksm001MonitoringSite","Tap",2,78.285,78.357,78.428,0.101,2,9,947,2,3,5
"2930","ksm001MonitoringSite","borehole",3,0.042,0.081,0.16,0.068,-3,14,955,3,3,2
"2931","ksm002MonitoringSite","Tap",2,0.024472,0.0322,0.039928,0.008,4,26,1037,1,0,1
"2932","ksm001MonitoringSite","Tap",4,0.018,0.02,0.026,0.003,-4,8,949,2,3,5
"2933","ksm001MonitoringSite","vendor",2,9.9818,10.4364,10.8909,0.6428,-6,22,911,3,1,3
"2934","ksm001MonitoringSite","river",2,0.014,0.015,0.017,0.002,-7,21,905,1,1,4
"2935","ksm001MonitoringSite","borehole",2,61.75,74.125,86.5,17.5,-2,13,1060,2,1,3
"2936","ksm001MonitoringSite","vendor",4,8.98,10.655,11.9,1.284,-5,23,1022,0,2,2
"2937","ksm001MonitoringSite","borehole",2,0.002576,0.014168,0.02576,0.012,-3,6,1079,3,2,1
"2938","ksm001MonitoringSite","Tap",2,42.333,51.666,61,13.1993,-3,13,955,3,2,5
"2939","ksm001MonitoringSite","Tap",5,8.354,9.26,10.645,1.033,5,5,1004,1,2,2
"2940","ksm001MonitoringSite","vendor",5,0.055,0.062,0.069,0.005,2,4,1071,1,3,2
"2941","ksm001MonitoringSite","river",2,8.2,9.125,10.05,1.308,1,16,954,1,0,5
"2942","ksm001MonitoringSite","Tap",4,0.027,0.034,0.04,0.005,-2,21,976,0,1,2
"2943","ksm001MonitoringSite","vendor",1,0.011,0.011,0.011,NA,-4,25,964,0,0,5
"2944","ksm001MonitoringSite","borehole",6,5.066,7.422,9.833,1.843,-1,29,902,3,3,0
"2945","ksm001MonitoringSite","vendor",1,89.2222,89.2222,89.2222,NA,3,8,970,1,3,1
"2946","ksm001MonitoringSite","river",4,4.34,6.6,8.36,1.971,-7,30,1083,0,0,5
"2947","ksm001MonitoringSite","Tap",3,0.009016,0.19964,0.428904,0.164,-5,26,915,1,3,3
"2948","ksm001MonitoringSite","borehole",2,74.8,77.5,80.2,3.818,1,1,976,1,2,4
"2949","ksm001MonitoringSite","river",1,0.007,0.007,0.007,NA,3,22,1078,0,2,0
"2950","ksm001MonitoringSite","river",2,0.009,0.01,0.01,0,6,28,1032,0,0,4
"2951","ksm001MonitoringSite","borehole",3,7.866,9.35,10.891,1.513,-7,19,1033,3,1,2
"2952","ksm001MonitoringSite","borehole",4,0.003,0.005,0.007,0.00201,3,21,950,3,3,1
"2953","ksm001MonitoringSite","river",3,53.375,66.029,80,13.361,7,12,1007,3,0,2
"2954","ksm001MonitoringSite","vendor",1,8.2088,8.2088,8.2088,NA,1,18,1048,3,1,2
"2955","ksm001MonitoringSite","Tap",3,0.02,0.025,0.031,0.005,2,13,932,3,2,5
"2956","ksm001MonitoringSite","river",2,74.6667,78.1667,81.6667,4.9497,5,8,904,2,1,5
"2957","ksm001MonitoringSite","river",2,0.012,0.018,0.023,0.007,-1,13,1056,0,2,5
"2958","ksm001MonitoringSite","river",1,0.03,0.03,0.03,NA,0,17,937,2,1,4
"2959","ksm001MonitoringSite","borehole",4,0.007,0.009,0.011,0.002,-1,27,991,1,1,5
"2960","ksm001MonitoringSite","vendor",1,75.666,75.666,75.666,NA,-3,3,913,3,2,3
"2961","ksm001MonitoringSite","river",2,49.75,68.125,86.5,25.986,4,16,906,3,1,4
"2962","ksm001MonitoringSite","Tap",8,8.5815,11.1466,12.695,1.80055,-2,23,1088,1,1,5
"2963","ksm001MonitoringSite","vendor",4,86.7778,90.7778,95.5556,4.5497,6,7,990,1,2,5
"2964","ksm001MonitoringSite","borehole",1,0.0137,0.0137,0.0137,NA,-1,22,1063,1,1,5
"2965","ksm001MonitoringSite","borehole",3,2.857,6.752,8.766,3.374,2,29,1078,2,2,5
"2966","ksm001MonitoringSite","river",2,78.7143,85.0714,91.4286,8.9904,5,21,1089,3,2,3
"2967","ksm001MonitoringSite","borehole",2,0.003,0.0037,0.0043,9e-04,-7,22,947,0,3,4
"2968","ksm001MonitoringSite","Tap",2,0.006,0.006,0.007,0.00106,6,27,965,2,2,2
"2969","ksm001MonitoringSite","borehole",3,72.3333,85.7778,95,11.9086,5,21,978,2,0,3
"2970","ksm002MonitoringSite","Tap",2,24.5,32.916,41.333,11.903,0,2,1056,1,1,3
"2971","ksm001MonitoringSite","Tap",4,0.005152,0.011592,0.023184,0.006,-1,12,1072,2,0,4
"2972","ksm001MonitoringSite","borehole",2,0.039,0.046,0.053,0.009,-3,9,1047,3,2,2
"2973","ksm001MonitoringSite","Tap",2,65.5,77.875,90.25,17.5,-3,9,1018,3,0,1
"2974","ksm001MonitoringSite","river",2,0.017,0.022,0.026,0.006,4,21,1029,1,3,5
"2975","ksm001MonitoringSite","borehole",2,7.2667,7.5167,7.7667,0.3536,4,4,947,3,0,4
"2976","ksm001MonitoringSite","river",5,66.25,76.75,94.333,10.517,4,18,912,2,2,5
"2977","ksm001MonitoringSite","river",2,63.333,73.666,84,14.613,3,11,938,3,3,1
"2978","ksm001MonitoringSite","Tap",2,0.005152,0.010304,0.014168,0.005,4,18,999,2,1,1
"2979","ksm001MonitoringSite","river",1,0.081,0.081,0.081,NA,-7,27,1034,3,2,3
"2980","ksm001MonitoringSite","river",2,50.666,70.333,90,27.812,-4,11,907,1,0,2
"2981","ksm001MonitoringSite","Tap",2,8.3,8.833,9.366,0.754,0,24,983,2,0,3
"2982","ksm001MonitoringSite","Tap",5,0.014,0.019,0.026,0.004,-6,1,1028,3,1,4
"2983","ksm001MonitoringSite","borehole",1,0.0063,0.0063,0.0063,0,-5,13,1055,3,3,4
"2984","ksm001MonitoringSite","borehole",1,7.37,7.37,7.37,NA,-1,29,1019,0,2,2
"2985","ksm001MonitoringSite","Tap",3,0.007728,0.149408,0.422464,0.183,-6,8,946,0,1,5
"2986","ksm001MonitoringSite","river",5,36.576,68.213,89.142,19.22,-3,9,922,0,3,4
"2987","ksm001MonitoringSite","borehole",1,0.436632,0.436632,0.436632,NA,-5,18,1052,1,0,2
"2988","ksm001MonitoringSite","borehole",2,8.066,9,9.933,1.319,3,15,955,0,1,4
"2989","ksm001MonitoringSite","Tap",2,51.8,54.3,56.8,3.5355,-1,21,1014,0,3,5
"2990","ksm001MonitoringSite","Tap",5,0.016,0.019,0.023,0.002,-3,24,917,1,1,0
"2991","ksm001MonitoringSite","Tap",2,5.75,6.558,7.366,1.143,-7,20,1037,1,0,2
"2992","ksm001MonitoringSite","borehole",2,0.011592,0.015456,0.018032,0.003,-4,12,1087,1,3,1
"2993","ksm001MonitoringSite","Tap",4,0.013,0.018,0.024,0.005,-6,12,1061,1,3,2
"2994","ksm001MonitoringSite","Tap",2,0.003864,0.009016,0.01288,0.005,-5,10,989,2,0,1
"2995","ksm001MonitoringSite","vendor",2,6.9,7.75,8.6,1.202,-1,17,1109,2,2,4
"2996","ksm001MonitoringSite","Tap",4,0.02,0.024,0.031,0.004,-2,18,1073,3,3,4
"2997","ksm001MonitoringSite","vendor",1,0.015456,0.015456,0.015456,NA,-1,6,962,0,0,0
"2998","ksm001MonitoringSite","river",2,3.9,6.425,8.95,3.57,-3,13,1002,3,1,2
"2999","ksm001MonitoringSite","borehole",3,0.018,0.021,0.024,0.003,5,8,1017,3,3,4
"3000","ksm001MonitoringSite","river",2,8.955,10.052,11.15,1.551,3,20,1040,2,2,5
"3001","ksm001MonitoringSite","river",2,29.75,63.25,96.75,47.376,-7,30,1088,3,1,5
"3002","ksm001MonitoringSite","borehole",1,68,68,68,0,2,15,949,3,3,3
"3003","ksm001MonitoringSite","vendor",2,7.669,8.212,8.755,0.768,-2,18,1104,3,1,4
"3004","ksm001MonitoringSite","river",3,7.012,8.642,10.114,1.556,4,18,1039,2,3,4
"3005","ksm001MonitoringSite","river",6,65.625,74.277,91.625,9.487,1,9,1063,3,3,3
"3006","ksm001MonitoringSite","vendor",2,75.444,75.972,76.5,0.746,-4,9,1102,1,2,1
"3007","ksm001MonitoringSite","river",3,78.666,83.679,88.8,5.067,6,29,950,3,3,4
"3008","ksm001MonitoringSite","borehole",2,0.023,0.026,0.029,0.004,2,1,1060,3,1,3
"3009","ksm001MonitoringSite","Tap",2,61.333,63.952,66.571,3.703,0,24,982,0,2,2
"3010","ksm001MonitoringSite","Tap",2,3.5,5.875,8.25,3.358,-5,29,904,2,0,1
"3011","ksm001MonitoringSite","river",2,52.6667,55.5,58.3333,4.0069,-4,9,1028,2,2,1
"3012","ksm001MonitoringSite","Tap",2,0.009016,0.009016,0.010304,0,5,27,1023,2,3,5
"3013","ksm001MonitoringSite","borehole",1,9.6,9.6,9.6,0,0,15,1109,3,3,0
"3014","ksm001MonitoringSite","river",2,58,60.714,63.428,3.838,6,11,1072,3,3,2
"3015","ksm001MonitoringSite","vendor",3,0.016744,0.030912,0.056672,0.017,-6,12,1077,0,3,4
"3016","ksm001MonitoringSite","river",3,8.41,9.46,10.02,0.91,7,22,930,3,2,1
"3017","ksm001MonitoringSite","borehole",3,7.166,8.527,9.766,1.304,-5,4,973,1,2,5
"3018","ksm002MonitoringSite","river",1,108.333,108.333,108.333,NA,-5,21,1097,2,2,4
"3019","ksm001MonitoringSite","vendor",2,0.005,0.006,0.007,0.001,-7,2,955,0,0,4
"3020","ksm001MonitoringSite","vendor",2,0.0245,0.0339,0.0433,0.0133,-1,18,1038,3,3,3
"3021","ksm001MonitoringSite","Tap",2,9.3,9.3,9.3,0,7,3,963,3,2,0
"3022","ksm001MonitoringSite","river",5,7.56,9.38,11.142,1.643,-4,9,979,0,3,1
"3023","ksm001MonitoringSite","borehole",1,0.024,0.024,0.024,NA,4,2,916,0,1,3
"3024","ksm001MonitoringSite","vendor",3,5.82,8.0333,9.14,1.9168,-1,12,977,2,1,3
"3025","ksm001MonitoringSite","borehole",2,56.333,73.541,90.75,24.336,2,30,1027,2,3,3
"3026","ksm001MonitoringSite","river",7,7.4667,8.8929,10.3167,1.0972,-3,11,1013,2,0,5
"3027","ksm001MonitoringSite","Tap",2,0.015,0.019,0.022,0.005,3,24,923,2,0,5
"3028","ksm001MonitoringSite","Tap",2,0.00644,0.01288,0.018032,0.006,-2,18,910,1,1,4
"3029","ksm001MonitoringSite","vendor",3,7.02,7.793,9.2,1.22,5,9,923,3,1,5
"3030","ksm001MonitoringSite","river",2,0.026,0.028,0.031,0.003,6,29,900,0,0,5
"3031","ksm001MonitoringSite","vendor",4,7.8,10.05,11.3,1.546,3,1,1003,1,1,1
"3032","ksm001MonitoringSite","borehole",1,0.0103,0.0103,0.0103,NA,-7,9,911,3,1,0
"3033","ksm001MonitoringSite","borehole",6,0.034,0.038,0.049,0.005,-4,13,944,1,2,2
"3034","ksm001MonitoringSite","river",5,67.4,87.2,95.2,11.3375,-1,2,938,0,2,2
"3035","ksm001MonitoringSite","borehole",1,8.44,8.44,8.44,NA,-5,16,1095,0,3,0
"3036","ksm001MonitoringSite","Tap",2,8.133,8.7,9.266,0.801,7,30,977,1,3,5
"3037","ksm002MonitoringSite","Tap",1,0.005152,0.005152,0.005152,NA,-1,24,1088,0,3,4
"3038","ksm001MonitoringSite","river",2,6.3,7.05,7.8,1.061,2,2,959,0,1,5
"3039","ksm001MonitoringSite","vendor",2,0.01,0.012,0.014,0.002,7,1,933,2,3,0
"3040","ksm001MonitoringSite","Tap",9,7.8,8.7556,9.6,0.6692,7,23,952,0,2,2
"3041","ksm001MonitoringSite","borehole",2,7.725,8.979,10.233,1.773,1,3,1107,1,1,1
"3042","ksm001MonitoringSite","vendor",4,6.8,9.625,11.3,1.9805,-6,4,1019,1,1,1
"3043","ksm001MonitoringSite","Tap",3,67.8,68.8667,69.8,1.0066,4,2,1044,2,3,5
"3044","ksm001MonitoringSite","river",2,7.754,8.859,9.963,1.562,-2,7,1070,3,1,0
"3045","ksm001MonitoringSite","river",5,7.2,7.92,8.6,0.5461,-2,5,908,2,2,0
"3046","ksm001MonitoringSite","river",2,7.354,8.281,9.209,1.311,-6,1,1089,1,1,2
"3047","ksm001MonitoringSite","vendor",1,78,78,78,0,5,13,932,0,3,2
"3048","ksm001MonitoringSite","Tap",2,4.433,4.566,4.7,0.188,-2,25,915,3,1,1
"3049","ksm001MonitoringSite","Tap",2,61.0333,73.6833,86.3333,17.8898,7,17,944,3,0,0
"3050","ksm001MonitoringSite","Tap",2,0.016744,0.028336,0.03864,0.01237,-6,18,1013,1,1,1
"3051","ksm001MonitoringSite","river",2,54.6,55.5,56.4,1.272,-6,11,1019,0,3,4
"3052","ksm001MonitoringSite","Tap",2,27.5,55.5,83.5,39.598,-2,9,1107,0,0,5
"3053","ksm001MonitoringSite","river",4,9.138,10.596,12.08,1.401,-3,7,1073,2,1,1
"3054","ksm001MonitoringSite","borehole",2,0.028336,0.034776,0.042504,0.00804,-4,15,1039,0,3,3
"3055","ksm001MonitoringSite","vendor",3,91.777,97.747,108.25,9.123,-1,28,948,0,2,2
"3056","ksm001MonitoringSite","river",3,77,87.866,109.6,18.821,-6,13,902,3,3,5
"3057","ksm001MonitoringSite","river",4,5.733,6.15,6.475,0.322,-1,22,969,2,0,5
"3058","ksm001MonitoringSite","borehole",2,0.012,0.015,0.018,0.004,-1,14,922,1,1,3
"3059","ksm001MonitoringSite","vendor",3,44.503,65.502,82.754,19.398,7,3,982,3,1,0
"3060","ksm001MonitoringSite","vendor",2,0.008,0.009,0.01,0.001,-6,23,1042,0,0,5
"3061","ksm001MonitoringSite","vendor",6,0.02,0.029,0.041,0.007,-6,18,1110,2,0,3
"3062","ksm001MonitoringSite","vendor",3,7.6,8.586,10.1,1.33,-1,14,1017,1,1,3
"3063","ksm001MonitoringSite","river",5,0.0775,0.1177,0.17,0.0349,-3,27,996,2,0,4
"3064","ksm001MonitoringSite","river",2,24.5,58.875,93.25,48.613,5,10,923,3,0,0
"3065","ksm001MonitoringSite","river",2,63,77.5,92,20.506,5,8,1024,0,3,1
"3066","ksm001MonitoringSite","vendor",14,0.015,0.019,0.028,0.003,6,14,1004,0,0,1
"3067","ksm001MonitoringSite","borehole",2,0.009,0.009,0.009,0,-7,14,941,2,1,5
"3068","ksm001MonitoringSite","Tap",1,72.7778,72.7778,72.7778,0,-3,5,926,0,0,0
"3069","ksm001MonitoringSite","Tap",1,73.6667,73.6667,73.6667,NA,-6,26,1035,0,3,3
"3070","ksm001MonitoringSite","river",2,66,69.111,72.222,4.399,3,25,1020,3,2,3
"3071","ksm001MonitoringSite","borehole",8,51.4,72.3,87.333,11.254,4,16,1085,3,1,3
"3072","ksm001MonitoringSite","vendor",2,0.005,0.006,0.006,0,-6,26,980,3,0,5
"3073","ksm001MonitoringSite","borehole",4,0.011,0.011,0.012,0,-6,30,1040,1,2,5
"3074","ksm002MonitoringSite","river",10,85,95.1,110,7.07814,3,23,1033,0,0,3
"3075","ksm001MonitoringSite","river",1,9.3667,9.3667,9.3667,0,-4,2,964,0,3,5
"3076","ksm002MonitoringSite","river",2,0.01,0.011,0.013,0.001,5,4,1093,3,1,3
"3077","ksm001MonitoringSite","river",2,86,91.1,96.2,7.212,4,21,902,1,2,5
"3078","ksm001MonitoringSite","vendor",4,0.007,0.009,0.011,0.001,-6,8,982,3,2,0
"3079","ksm001MonitoringSite","vendor",2,65.857,78.214,90.571,17.475,2,11,1074,0,3,3
"3080","ksm001MonitoringSite","Tap",2,0.032,0.037,0.041,0.006,-6,16,933,1,0,5
"3081","ksm001MonitoringSite","vendor",1,71.181,71.181,71.181,NA,-1,29,991,3,0,5
"3082","ksm001MonitoringSite","river",6,0.059248,0.511336,1.430968,0.377,-2,5,1022,3,2,1
"3083","ksm001MonitoringSite","borehole",2,6.05,8.3417,10.6333,3.2409,5,15,968,2,3,1
"3084","ksm001MonitoringSite","borehole",2,0.086296,0.101752,0.117208,0.016,-2,15,1110,1,1,5
"3085","ksm001MonitoringSite","river",4,54.2,65.75,81,12.7189,-4,2,1036,3,2,2
"3086","ksm001MonitoringSite","Tap",2,9.02,10.295,11.571,1.804,4,1,987,2,1,5
"3087","ksm001MonitoringSite","vendor",3,5.266,6.116,6.633,0.741,5,5,937,3,3,3
"3088","ksm001MonitoringSite","borehole",1,40.8,40.8,40.8,NA,4,5,1043,2,1,1
"3089","ksm002MonitoringSite","Tap",11,7.54,9.34455,11.87,1.56066,-2,13,1024,3,1,5
"3090","ksm002MonitoringSite","borehole",13,10.9,11.9,12.7,0.5,-6,24,1032,2,0,1
"3091","ksm001MonitoringSite","vendor",1,5.52,5.52,5.52,0,5,13,1085,0,0,1
"3092","ksm001MonitoringSite","vendor",2,8.811,9.6,10.388,1.115,-4,29,950,3,3,1
"3093","ksm001MonitoringSite","river",2,6.9,7.45,8,0.778,1,22,1077,3,2,1
"3094","ksm001MonitoringSite","borehole",8,23.6,57.304,82.5,20.233,-3,20,1057,2,1,5
"3095","ksm001MonitoringSite","river",1,1.61644,1.61644,1.61644,NA,-3,15,976,1,3,1
"3096","ksm001MonitoringSite","Tap",2,8.044,9,9.955,1.351,2,19,1036,3,1,0
"3097","ksm001MonitoringSite","river",3,0.005152,0.161,0.4508,0.194,5,28,939,3,1,2
"3098","ksm001MonitoringSite","vendor",16,0,45.725,86.666,34.993,7,28,906,2,2,0
"3099","ksm001MonitoringSite","vendor",4,31.5,76.875,108,32.3377,-7,27,1051,1,2,3
"3100","ksm001MonitoringSite","river",12,7.4,10.0417,12.8,2.0407,3,21,959,0,3,4
"3101","ksm001MonitoringSite","river",2,7.066,7.533,8,0.66,5,15,984,0,0,2
